YOU O O
do O O
n't O O
know O O
about O O
me O O
without O O
you O O
have O O
read O O
a O O
book O O
by O O
the O O
name O O
of O O
The O O
Adventures O O
of O O
Tom O O
Sawyer O O
; O O
but O O
that O O
ai O O
n't O O
no O O
matter O O
. O O
That O O
book O O
was O O
made O O
by O O
Mr. O O
Mark B-PER B-PER
Twain I-PER I-PER
, O O
and O O
he O O
told O O
the O O
truth O O
, O O
mainly O O
. O O
There O O
was O O
things O O
which O O
he O O
stretched O O
, O O
but O O
mainly O O
he O O
told O O
the O O
truth O O
. O O
That O O
is O O
nothing O O
. O O
I O O
never O O
seen O O
anybody O O
but O O
lied O O
one O O
time O O
or O O
another O O
, O O
without O O
it O O
was O O
Aunt B-PER B-PER
Polly I-PER I-PER
, O O
or O O
the O O
widow O O
, O O
or O O
maybe O O
Mary B-PER B-PER
. O O
Aunt B-PER B-PER
Polly I-PER I-PER
-- O O
Tom B-PER B-PER
's O O
Aunt B-PER O
Polly I-PER I-PER
, O O
she O O
is O O
-- O O
and O O
Mary B-PER B-PER
, O O
and O O
the O O
Widow B-PER O
Douglas I-PER B-PER
is O O
all O O
told O O
about O O
in O O
that O O
book O O
, O O
which O O
is O O
mostly O O
a O O
true O O
book O O
, O O
with O O
some O O
stretchers O O
, O O
as O O
I O O
said O O
before O O
. O O
Now O O
the O O
way O O
that O O
the O O
book O O
winds O O
up O O
is O O
this O O
: O O
Tom B-PER B-PER
and O O
me O O
found O O
the O O
money O O
that O O
the O O
robbers O O
hid O O
in O O
the O O
cave O O
, O O
and O O
it O O
made O O
us O O
rich O O
. O O
We O O
got O O
six O O
thousand O O
dollars O O
apiece O O
-- O O
all O O
gold O O
. O O
It O O
was O O
an O O
awful O O
sight O O
of O O
money O O
when O O
it O O
was O O
piled O O
up O O
. O O
Well O O
, O O
Judge B-PER O
Thatcher I-PER B-PER
he O O
took O O
it O O
and O O
put O O
it O O
out O O
at O O
interest O O
, O O
and O O
it O O
fetched O O
us O O
a O O
dollar O O
a O O
day O O
apiece O O
all O O
the O O
year O O
round O O
-- O O
more O O
than O O
a O O
body O O
could O O
tell O O
what O O
to O O
do O O
with O O
. O O
The O O
Widow B-PER O
Douglas I-PER B-PER
she O O
took O O
me O O
for O O
her O O
son O O
, O O
and O O
allowed O O
she O O
would O O
sivilize O O
me O O
; O O
but O O
it O O
was O O
rough O O
living O O
in O O
the O O
house O O
all O O
the O O
time O O
, O O
considering O O
how O O
dismal O O
regular O O
and O O
decent O O
the O O
widow O O
was O O
in O O
all O O
her O O
ways O O
; O O
and O O
so O O
when O O
I O O
could O O
n't O O
stand O O
it O O
no O O
longer O O
I O O
lit O O
out O O
. O O
I O O
got O O
into O O
my O O
old O O
rags O O
and O O
my O O
sugar O O
- O O
hogshead O O
again O O
, O O
and O O
was O O
free O O
and O O
satisfied O O
. O O
But O O
Tom B-PER B-PER
Sawyer I-PER I-PER
he O O
hunted O O
me O O
up O O
and O O
said O O
he O O
was O O
going O O
to O O
start O O
a O O
band O O
of O O
robbers O O
, O O
and O O
I O O
might O O
join O O
if O O
I O O
would O O
go O O
back O O
to O O
the O O
widow O O
and O O
be O O
respectable O O
. O O
So O O
I O O
